Title,Price,URL
"3 bds2 ba1,244 sqft - House for sale","$174,900",https://www.zillow.comhttps://www.zillow.com/homedetails/309-Cadillac-Ave-Rochester-NY-14606/30919124_zpid/
1 bd1 ba600 sqft - Coming soon,"$245,000",https://www.zillow.comhttps://www.zillow.com/homedetails/121-15th-St-APT-A2-Garden-City-NY-11530/2054221912_zpid/
"3 bds1 ba1,232 sqft - Active","$169,900",https://www.zillow.comhttps://www.zillow.com/homedetails/1237-Sumner-Ave-Schenectady-NY-12309/32465147_zpid/
"3 bds1 ba1,068 sqft - House for sale","$174,900",https://www.zillow.comhttps://www.zillow.com/homedetails/206-Ridgewood-Dr-North-Syracuse-NY-13212/31696090_zpid/
"3 bds2 ba2,186 sqft - House for sale","$249,000",https://www.zillow.comhttps://www.zillow.com/homedetails/539-Holt-Rd-Webster-NY-14580/31042854_zpid/
"6 bds2 ba2,200 sqft - Multi-family home for sale","$260,000",https://www.zillow.comhttps://www.zillow.com/homedetails/46-Northland-Ave-Buffalo-NY-14208/30171652_zpid/
"4 bds4 ba3,354 sqft - House for sale","$220,000",https://www.zillow.comhttps://www.zillow.com/homedetails/201-Scott-St-Newark-NY-14513/61972325_zpid/
"4 bds2 ba1,552 sqft - House for sale","$199,900",https://www.zillow.comhttps://www.zillow.com/homedetails/76-Winton-Rd-S-Rochester-NY-14610/30892225_zpid/
1 bd1 ba750 sqft - Coming soon,"$135,000",https://www.zillow.comhttps://www.zillow.com/homedetails/30-Fleetwood-Ave-APT-3H-Mount-Vernon-NY-10552/2056650137_zpid/
